code;name;total_rooms;used_rooms;amount_employees
53003608;CED 05 DE TAGUATINGA;20.0;20.0;105.0
53012372;C DE EDUC NATURAL E INTEGRAL - CENI;0.0;0.0;0.0
53010663;CR ACAO SOCIAL NOSSA SENHORA DE FATIMA;0.0;0.0;0.0
53016670;FACULDADE DE CIENCIAS SOCIAS E TECNOLOGICAS;0.0;0.0;0.0
53007255;CAIC BERNARDO SAYAO;23.0;23.0;85.0
53007263;CAIC PROF ANISIO TEIXEIRA;40.0;40.0;80.0
53007280;CEF 02 DE CEILANDIA;16.0;16.0;116.0
53007298;CEF 04 DE CEILANDIA;19.0;19.0;71.0
53007301;CEF 07 DE CEILANDIA;42.0;42.0;107.0
53007310;CEF 10 DE CEILANDIA;14.0;14.0;65.0
53007328;CEF 11 DE CEILANDIA;15.0;15.0;52.0
53007336;CEF 12 DE CEILANDIA;15.0;15.0;76.0
53007344;CEF 13 DE CEILANDIA;17.0;17.0;112.0
53007352;CEF 14 DE CEILANDIA;20.0;18.0;82.0
53007360;CED 14 DE CEILANDIA;19.0;19.0;129.0
53007379;CEF 16 DE CEILANDIA;14.0;14.0;82.0
53007387;CED 15 DE CEILANDIA;20.0;20.0;104.0
53004698;COL PRO - FUTURO;15.0;15.0;29.0
53004701;COL CONEXAO;16.0;11.0;30.0
53004736;CED PROJECAO TAGUATINGA NORTE UNIDADE II;56.0;25.0;71.0
53014677;COL ALICERCE;0.0;0.0;0.0
53011287;ESC LARANJA LIMA;0.0;0.0;0.0
53010892;PRE-ESC JARDIM ABC;0.0;0.0;0.0
53007948;EC 39 DE CEILANDIA;16.0;16.0;72.0
53007956;EC 40 DE CEILANDIA;15.0;15.0;66.0
53007964;EC 43 DE CEILANDIA;15.0;13.0;57.0
53007972;CEF 33 DE CEILANDIA;20.0;20.0;84.0
53007980;EC 45 DE CEILANDIA;21.0;21.0;96.0
53007999;EC 46 DE CEILANDIA;15.0;13.0;70.0
53008006;EC 47 DE CEILANDIA;15.0;14.0;61.0
53008014;EC 48 DE CEILANDIA;15.0;15.0;58.0
53008022;EC 50 DE CEILANDIA;21.0;19.0;70.0
53008030;EC 52 DE CEILANDIA;21.0;21.0;76.0
53008049;CEF 31 DE CEILANDIA;15.0;15.0;65.0
53005635;EC 05 DE SOBRADINHO;19.0;18.0;80.0
53005643;CEI 03 DE SOBRADINHO;9.0;9.0;50.0
53005651;EC 10 DE SOBRADINHO;9.0;9.0;68.0
53005660;EC 11 DE SOBRADINHO;10.0;10.0;84.0
53005678;EC 12 DE SOBRADINHO;11.0;11.0;54.0
53005686;EC 13 DE SOBRADINHO;11.0;11.0;56.0
53005694;EC BOA VISTA;6.0;6.0;26.0
53005708;EC CATINGUEIRO;3.0;3.0;20.0
53005716;EC CORA CORALINA;6.0;6.0;43.0
53005724;EC CORREGO DO OURO;3.0;3.0;14.0
53008782;CEF ATHOS BULCAO;18.0;18.0;57.0
53008790;CEM INTEGRADO DO CRUZEIRO;17.0;17.0;62.0
53008804;CED 02 DO CRUZEIRO;20.0;20.0;116.0
53008812;CED CIMAN;16.0;16.0;57.0
53008820;EC 04 DO CRUZEIRO;9.0;8.0;48.0
53006313;EC ALTA-MIR;7.0;6.0;41.0
53006321;EC APRODARMAS;6.0;6.0;29.0
53006348;EC BARRA ALTA;4.0;4.0;18.0
53006356;EC BROCHADO DA ROCHA;5.0;5.0;5.0
53006364;CEF CERAMICAS REUNIDAS DOM BOSCO;11.0;11.0;69.0
53006372;EC COPERBRAS;7.0;7.0;16.0
53006380;EC CORREGO DO MEIO;3.0;3.0;24.0
53006402;EC ESTANCIA DO PIPIRIPAU;3.0;3.0;12.0
53006410;EC ESTANCIA DE PLANALTINA;13.0;13.0;74.0
53006429;EC ETA 44;7.0;7.0;35.0
53006437;EC FRIGORIFICO INDUSTRIAL;6.0;6.0;31.0
53006461;EC MONJOLO;5.0;4.0;34.0
53006488;EC NUCLEO RURAL CORREGO DO ATOLEIRO;2.0;2.0;20.0
53006496;CED OSORIO BACCHIN;6.0;6.0;42.0
53006518;EC PARANA;11.0;11.0;61.0
53011333;COL JUSCELINO KUBITSCHEK - TAG SUL;0.0;0.0;0.0
53017501;ESC FLOR DE LIS;19.0;19.0;74.0
53017510;C DE ENS GRAU TECNICO;5.0;5.0;20.0
53017528;INTED - INST NT DE EDUCACAO;8.0;2.0;14.0
53017536;COL ALUB - SEDE XII;23.0;18.0;60.0
53017544;EC COMUNIDADE DE APRENDIZAGEM DO PARANOA - EC CAP;10.0;10.0;39.0
53017552;COL PROGRESSUS;7.0;7.0;15.0
53017560;INST MERITO;14.0;14.0;14.0
53017579;ESC CASTELINHO DO PEQUENO SABIO;13.0;13.0;45.0
53017587;ESC CRIANCA EM ACAO;9.0;9.0;18.0
53017595;ESC CANADENSE DE AGUAS CLARAS;26.0;8.0;40.0
53017609;COL CENESC;6.0;6.0;5.0
53017617;ME POE NA HISTORIA - EDUC INF;12.0;10.0;45.0
53017625;CED SANTA CARMEN SALLES;29.0;4.0;26.0
53017633;COL CCA;5.0;4.0;14.0
53016459;CEPI PICA-PAU BRANCO;9.0;9.0;38.0
53016467;CEPI ANGICO;8.0;8.0;36.0
53016475;CEPI AROEIRA;10.0;9.0;35.0
53016483;CEPI SABIA-LARANJEIRA;8.0;8.0;35.0
53016491;CEPI FLOR DE PEQUI;9.0;9.0;38.0
53016505;CEPI IPE-AMARELO;9.0;9.0;40.0
53016513;CEPI ESTRELA-DO-CERRADO;9.0;9.0;42.0
53016521;CEPI JOAO-DE-BARRO;8.0;8.0;38.0
53016530;CEPI CANELA-DE-EMA;9.0;9.0;31.0
53016548;CEPI JASMIM;9.0;9.0;32.0
53016564;CEPI MACAUBA;9.0;9.0;43.0
53016572;CEPI SEMPRE-VIVA;9.0;9.0;38.0
53016580;C DE EDUC PROFISSIONAL DE CEILANDIA;14.0;2.0;32.0
53016599;COL ALUB SEDE VII;22.0;14.0;59.0
53007395;CEF 18 DE CEILANDIA;20.0;17.0;72.0
53007409;CEF 19 DE CEILANDIA;20.0;18.0;71.0
53016050;FACIPLAC;0.0;0.0;0.0
53010868;COL VITAL BRAZIL;48.0;36.0;78.0
53010914;ESC EVANGELICA RECANTO DO CEU;11.0;9.0;10.0
53010949;CE MENINO MALUQUINHO;13.0;13.0;38.0
53010973;CED PROJECAO SOBRADINHO;26.0;26.0;60.0
53010981;CIL DO GUARA;12.0;12.0;69.0
53010990;ESC CANTINHO MAGICO;29.0;29.0;105.0
53011007;ACAO SOCIAL PAULA FRASSINETTI;9.0;9.0;45.0
53011015;EC RIACHO FUNDO;15.0;13.0;73.0
53011023;CED 02 DO RIACHO FUNDO;15.0;15.0;129.0
53011031;CEM 01 DE SAO SEBASTIAO;19.0;17.0;134.0
53011040;CEF DO BOSQUE;17.0;15.0;87.0
53011058;CR CRUZ DE MALTA SAO JOAO BATISTA DE JERUSALEM;9.0;9.0;52.0
53008057;EC 56 DE CEILANDIA;18.0;18.0;68.0
53008073;EC 59 DE CEILANDIA;14.0;14.0;65.0
53008081;CEF 34 DE CEILANDIA;15.0;14.0;62.0
53008090;EC 61 DE CEILANDIA;18.0;18.0;70.0
53012046;CEF 10 DO GUARA;15.0;13.0;69.0
53012054;CEF SANTOS DUMONT;20.0;20.0;105.0
53012062;CEF 201 DE SANTA MARIA;15.0;15.0;122.0
53012070;EC AGUILHADA;6.0;6.0;38.0
53012089;EC 02 DO RIACHO FUNDO;16.0;16.0;64.0
53012097;CED 123 DE SAMAMBAIA;15.0;15.0;78.0
53012119;CED 308 DO RECANTO DAS EMAS;15.0;15.0;73.0
53012127;CEF 405 DO RECANTO DAS EMAS;16.0;16.0;115.0
53012135;CEI 01 DE BRASILIA;17.0;17.0;125.0
53012151;CEI DA CANDANGOLANDIA;10.0;9.0;53.0
53012160;EDUCANDARIO ESPIRITA SEMENTINHA DE LUZ;7.0;7.0;37.0
53008839;EC 05 DO CRUZEIRO;8.0;8.0;54.0
53008847;EC 06 DO CRUZEIRO;9.0;9.0;46.0
53008855;EC 08 DO CRUZEIRO;20.0;16.0;37.0
53008863;ESC MUNDO MAGICO;11.0;11.0;46.0
53008898;JI 01 DO CRUZEIRO;6.0;6.0;35.0
53008901;ESC MAT E JI BARQUINHO AMARELO;8.0;8.0;19.0
53008944;CAIC AYRTON SENNA;31.0;26.0;73.0
53008952;CAIC HELENA REIS;20.0;20.0;116.0
53008979;CED MYRIAM ERVILHA;22.0;22.0;135.0
53008987;CEF 404 DE SAMAMBAIA;16.0;15.0;97.0
53012860;COL GALOIS;30.0;28.0;154.0
53012887;EC 401 DO RECANTO DAS EMAS;20.0;20.0;99.0
53012895;ESC DA NATUREZA;5.0;5.0;18.0
53012909;ESC DNA;20.0;14.0;75.0
53012941;COL CIMAN;61.0;58.0;231.0
53009576;CED SIGMA - LAGO SUL;36.0;36.0;50.0
53009584;CEF 06 DE BRASILIA;12.0;12.0;101.0
53009592;COL NOSSA SENHORA DO PERPETUO SOCORRO;27.0;23.0;107.0
53009606;INST EDUCACIONAL SAO JUDAS TADEU;8.0;8.0;47.0
53009614;JI VI COMAR;6.0;6.0;27.0
53009649;CAIC ALBERT SABIN;36.0;26.0;116.0
53009657;CAIC SANTA MARIA;34.0;34.0;144.0
53009665;CEF 308 DE SANTA MARIA;24.0;24.0;118.0
53009673;EC 206 DE SANTA MARIA;25.0;16.0;95.0
53009681;EC 116 DE SANTA MARIA;20.0;18.0;86.0
53009690;CEF 316 DE SANTA MARIA;17.0;15.0;113.0
53009703;EC 203 DE SANTA MARIA;36.0;36.0;120.0
53009711;CEF SARGENTO LIMA;11.0;10.0;52.0
53009720;CAIC UNESCO;43.0;43.0;240.0
53016033;FACULDADES LS FACELS;0.0;0.0;0.0
53012208;CR CANTINHO DO CEU;0.0;0.0;0.0
53015924;C UNIVERSITARIO INST DE EDUC SUPERIOR DE BRASILIA - IESB - UNIDADE ASA NORTE;0.0;0.0;0.0
53017641;CIESB - C INTERNACIONAL EVANGELICO SUICO BRASILEIRO;13.0;13.0;55.0
53017650;GALOIS - FILIAL 1;10.0;5.0;28.0
53017668;IFB - CAMPUS RECANTO DAS EMAS;10.0;10.0;75.0
53017676;EDEN GARDEN BILINGUAL SCHOOL;11.0;8.0;16.0
53017684;UNYLEYA ESC TECNICA - UNYTECH;10.0;10.0;17.0
53017692;VIRAVENTOS ESCOLA INFANTIL;11.0;10.0;52.0
53017706;INST EDUCACIONAL SOARES;10.0;10.0;22.0
53017714;COL BIANGULO II;7.0;7.0;26.0
53017722;COLEGIO GAUI;10.0;7.0;12.0
53017765;REDE DE ENSINO CERTO - UNIDADE VICENTE PIRES;9.0;9.0;29.0
53018206;COL CECCO - CE CANTINHO DO CORACAO;7.0;7.0;8.0
53018605;CEF 113 DO RECANTO DAS EMAS;20.0;20.0;104.0
53019008;ESC PASSINHOS DO SABER;7.0;7.0;7.0
53019202;COL CRIART;11.0;11.0;14.0
53016602;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;13.0;13.0;28.0
53016637;ESC CENED;50.0;50.0;21.0
53016645;IFB - CAMPUS CEILANDIA;13.0;13.0;95.0
53016653;IFB - CAMPUS ESTRUTURAL;14.0;14.0;96.0
53016661;COL RODRIGUES DE SOUZA;4.0;4.0;4.0
53016688;INST DE EDUC VITORIA REGIA;11.0;8.0;52.0
53016696;GALOIS INFANTIL;15.0;12.0;36.0
53016718;CEPI CAPIM DOURADO;9.0;9.0;34.0
53014960;CR ESC BALAOZINHO;0.0;0.0;0.0
53012526;CR ESPIRITA MARIA DE NAZARE;0.0;0.0;0.0
53016726;UNICO EDUCACIONAL;11.0;11.0;57.0
53016734;CIL 01 DE SAO SEBASTIAO;13.0;8.0;13.0
53016742;CIL 01 DO NUCLEO BANDEIRANTE;8.0;8.0;13.0
53016750;CEPI ARARAUNA;9.0;9.0;39.0
53016769;ESC PRIMEIROS PASSOS;7.0;7.0;14.0
53016777;CEPI JACARANDA;9.0;9.0;39.0
53011066;CED 104 DO RECANTO DAS EMAS;29.0;29.0;154.0
53011074;COL MARISTA JOAO PAULO II;45.0;41.0;285.0
53016556;C UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;0.0;0.0;0.0
53008910;CASA AZUL FELIPE AUGUSTO;0.0;0.0;0.0
53014561;JI 116 DE SANTA MARIA;11.0;11.0;58.0
53014570;EC VILA NOVA;20.0;20.0;90.0
53014588;EC BELA VISTA;23.0;23.0;86.0
53014596;JI 603 DO RECANTO DAS EMAS;11.0;11.0;65.0
53014618;EC 803 DO RECANTO DAS EMAS;20.0;20.0;92.0
53014626;JI 01 DO RIACHO FUNDO II;11.0;11.0;45.0
53014634;CED MEUS AMIGUINHOS;4.0;4.0;8.0
53014642;INST TECNICO DE EDUC DE BRASILIA - ASA SUL;18.0;9.0;36.0
53014685;COL VITORIA REGIA;20.0;20.0;240.0
53014693;INST NAIR VALADARES - INAV;9.0;8.0;32.0
53014707;CED CCI SENIOR;77.0;77.0;99.0
53014766;CIEIC - C INTEGRADO DE EDUC IRMAOS CARVALHO;11.0;10.0;30.0
53012178;EC SAO BARTOLOMEU;4.0;4.0;28.0
53012186;CEF 101 DO RECANTO DAS EMAS;19.0;19.0;97.0
53012194;CEM 111 DO RECANTO DAS EMAS;26.0;26.0;139.0
53012267;ESPACO CRIANCA - C EDUC;13.0;13.0;59.0
53000854;CEF 01 DO PLANALTO;10.0;10.0;48.0
53000862;CEF 02 DE BRASILIA;7.0;7.0;37.0
53000870;CEF 03 DE BRASILIA;9.0;8.0;54.0
53000889;CEF 04 DE BRASILIA;7.0;7.0;39.0
53000897;CEF 05 DE BRASILIA;8.0;8.0;60.0
53000919;CEF GAN;13.0;13.0;57.0
53000927;CEF POLIVALENTE;17.0;17.0;75.0
53000951;ESC SEB DINATOS;43.0;43.0;138.0
53000960;COL MAURICIO SALLES DE MELLO;22.0;19.0;78.0
53000986;CEM PAULO FREIRE;17.0;17.0;58.0
53001010;CEM ASA NORTE - CEAN;14.0;14.0;67.0
53012950;COL SABER;12.0;11.0;63.0
53012968;ESC RAVELO;9.0;9.0;22.0
53012976;CIL DE BRAZLANDIA;19.0;19.0;47.0
53012984;CED SANTA MARIA ROSA MOLAS - CEMAR;10.0;10.0;30.0
53013034;CEF 01 DO RIACHO FUNDO II;22.0;22.0;143.0
53013042;C DE CRIATIVIDADE INFANTO-JUVENIL - CCI;77.0;77.0;108.0
53013069;ESC RECREANDO;8.0;8.0;9.0
53013085;COL PODION;17.0;13.0;75.0
53013093;CR SOLDADINHO DE CHUMBO;5.0;5.0;21.0
53013417;CE CHICO XAVIER DA 408 SUL;0.0;0.0;0.0
53010140;ESC GENTE FELIZ;0.0;0.0;0.0
53008715;JI MONICA;0.0;0.0;0.0
53001630;EC 312 NORTE;8.0;8.0;44.0
53001648;EC 314 SUL;8.0;8.0;43.0
53001664;CEF 316 NORTE;9.0;9.0;22.0
53001672;EC 316 SUL;10.0;10.0;55.0
53001680;EC 403 NORTE;7.0;7.0;39.0
53013670;CED LEONARDO DA VINCI - UNIDADE TAGUATINGA;110.0;69.0;295.0
53013697;ESC CANARINHO AMARELO;16.0;16.0;80.0
53013719;CED SARON;6.0;6.0;9.0
53013743;LS ESC TECNICA;30.0;30.0;88.0
53013760;INST PIAGETIANO DE EDUC - IPE;9.0;9.0;22.0
53013794;MONTESSORIANA ESC INF;12.0;12.0;59.0
53013832;EC 04 DE SOBRADINHO;9.0;9.0;40.0
53013840;CED STELLA DOS CHERUBINS GUIMARAES TROIS;20.0;27.0;143.0
53013867;EC 604 DE SAMAMBAIA;25.0;25.0;125.0
53013875;COL SERIOS;54.0;54.0;169.0
53013883;ESC MUNDO INOCENTE;5.0;5.0;9.0
53013891;COL ALTO NIVEL;11.0;11.0;42.0
53013905;CED JUSCELINO KUBITSCHEK - ASA NORTE II;18.0;14.0;56.0
53013913;ORIGINAL - C DE EDUC INF;4.0;4.0;7.0
53014383;ESC PORTO SEGURO;0.0;0.0;0.0
53014812;CEM INTEGRADO A EDUC PROFISSIONAL DO GAMA;12.0;12.0;70.0
53014820;CIP - COL INTEGRADO POLIVALENTE;14.0;14.0;32.0
53014839;C INTEGRADO DE EDUC INF NOSSA SENHORA MAE DOS HOMENS;7.0;7.0;33.0
53014847;COL DO SOL;50.0;50.0;125.0
53014855;EC 65 DE CEILANDIA;28.0;25.0;97.0
53014863;EC 02 DO RIACHO FUNDO II;13.0;13.0;67.0
53014871;EC 01 DO ITAPOA;17.0;17.0;102.0
53014880;CED SAO BARTOLOMEU;21.0;21.0;168.0
53014898;ESC PEQUENOS BRILHANTES;9.0;6.0;13.0
53014901;COL DOM JOSE;13.0;13.0;36.0
53014910;ESC DE PAISAGISMO DE BRASILIA;4.0;4.0;13.0
53014928;ESCOLINHA BEIJA-FLOR;10.0;10.0;39.0
53014952;INST EDUCACIONAL SALOMAO;10.0;10.0;18.0
53014979;COLINHO DE MAE CR E ESC;10.0;10.0;35.0
53008723;JI PEQUENO SOL;0.0;0.0;0.0
53011554;C TREINAMENTO SALVADOR AVERSA - SENAI;0.0;0.0;0.0
53016785;CED 01 DE BRASILIA;35.0;35.0;78.0
53016793;EC 203 DO RECANTO DAS EMAS;13.0;13.0;45.0
53016807;CEPI GAVIAO;8.0;8.0;33.0
53016815;CIL 01 DO PARANOA;12.0;10.0;40.0
53016823;COL MARISTA PIO XII DE BRASILIA;24.0;24.0;127.0
53016831;LYCCEE FRANCAIS FRANCOIS MITTERRAND;53.0;53.0;91.0
53016840;COL KADIMA;2.0;2.0;18.0
53016858;CE VITORIA REGIA;9.0;9.0;50.0
53016866;ESC DE EDUC INF CUT-CUT;5.0;5.0;7.0
53014103;ESC MONTEMINE;0.0;0.0;0.0
53016874;INEDI - INST DE ENSINO PROFISSIONALIZANTE;0.0;2.0;16.0
53016882;UNICO;4.0;4.0;15.0
53016890;ESC COLINHO DA VOVO;4.0;4.0;11.0
53016904;ESC DE EDUC INF ARARA AZUL;50.0;50.0;195.0
53016912;COL CEFABS;8.0;8.0;12.0
53014782;ESC LAZARO LUIZ ZAMENHOF-CURUMIM;6.0;6.0;10.0
53014790;ESC APLICACAO;4.0;4.0;9.0
53003616;CED 06 DE TAGUATINGA;24.0;20.0;171.0
53003624;CED 07 DE TAGUATINGA;20.0;17.0;94.0
53003632;CEM AVE BRANCA;28.0;28.0;249.0
53003640;CED CATOLICA DE BRASILIA;97.0;97.0;341.0
53003659;COL MARISTA CHAMPAGNAT;64.0;60.0;298.0
53003667;COL OBJETIVO DF - UNIDADE I;50.0;32.0;150.0
53003683;CEM TAGUATINGA NORTE;20.0;20.0;106.0
53003691;CEM EIT;20.0;20.0;213.0
53003713;COL JESUS MARIA JOSE;38.0;25.0;102.0
53003721;CED PROJECAO TAGUATINGA NORTE;41.0;33.0;81.0
53003730;CLARETIANO - CED STELLA MARIS;40.0;40.0;150.0
53003802;CEE 01 DE CEILANDIA;28.0;28.0;154.0
53001036;CEM ELEFANTE BRANCO;27.0;27.0;130.0
53001044;CED GISNO;21.0;21.0;142.0
53001060;COL LA SALLE BRASILIA;44.0;44.0;100.0
53016076;C UNIVERSITARIO EURO AMERICANO - UNIEURO ASA NORTE;0.0;0.0;0.0
53013573;TIA ELZA MAT E JI;0.0;0.0;0.0
53008260;COL ALUB - SEDE V;0.0;0.0;0.0
53015436;ESC BARQUINHO DE PAPEL;0.0;0.0;0.0
53004825;COL BERLAAR MADRE BLANDINA;20.0;20.0;29.0
53004868;COL ALUB - SEDE IV;13.0;11.0;44.0
53004876;ESC NOSSA SENHORA DE LOURDES;8.0;8.0;20.0
53004930;CFP TAGUATINGA - CFP-T - SENAI;75.0;75.0;247.0
53004949;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC;50.0;50.0;205.0
53004965;COL VIP;15.0;13.0;35.0
53004973;CAIC PROF BENEDITO CARLOS DE OLIVEIRA;30.0;30.0;172.0
53004981;CED INCRA 08;18.0;18.0;100.0
53004990;CEF 01 DE BRAZLANDIA;18.0;18.0;73.0
53005007;CEF VENDINHA;12.0;12.0;84.0
53001699;EC 405 NORTE;8.0;8.0;57.0
53001702;CEF 405 SUL;12.0;12.0;44.0
53001710;EC 407 NORTE;7.0;7.0;43.0
53001729;CEF 410 NORTE;10.0;10.0;64.0
53001737;EC 410 SUL;8.0;8.0;44.0
53001745;EC 411 NORTE;7.0;5.0;44.0
53001753;EC 413 SUL;10.0;10.0;41.0
53001761;EC 415 NORTE;8.0;8.0;36.0
53001770;EC 416 SUL;11.0;11.0;63.0
53001788;EC 708 NORTE;9.0;9.0;40.0
53014715;COL EVANGELICO ARTUR XAVIER DE PAULA;0.0;0.0;0.0
53005732;EC ENGENHO VELHO;8.0;8.0;54.0
53005740;CED PROF CARLOS RAMOS MOTA;17.0;17.0;126.0
53005759;EC MORRO DO SANSAO;5.0;5.0;38.0
53005767;EC RIBEIRAO;3.0;3.0;17.0
53002377;CR MAT JI MEU PEQUENO MUNDO;8.0;8.0;20.0
53002407;ESC SAGRADA FAMILIA MENINO DEUS;15.0;15.0;62.0
53002423;SIBIPIRUNA - ESC INF;6.0;6.0;26.0
53002458;CAIC CARLOS CASTELLO BRANCO;25.0;20.0;88.0
53002466;CEF PONTE ALTA DO BAIXO;6.0;6.0;44.0
53002474;CED GESNER TEIXEIRA;20.0;20.0;127.0
53002482;CED 08 DO GAMA;25.0;15.0;93.0
53002490;CEF 04 DO GAMA;28.0;23.0;101.0
53002504;CEF 05 DO GAMA;23.0;23.0;104.0
53002512;CEF 08 DO GAMA;15.0;15.0;83.0
53002520;EC 29 DO GAMA;25.0;15.0;78.0
53002539;CEF 10 DO GAMA;20.0;16.0;104.0
53002547;CEF 11 DO GAMA;20.0;13.0;124.0
53002563;CED 07 DO GAMA;18.0;18.0;123.0
53002571;CE DO SESI - DF GAMA;28.0;23.0;69.0
53019407;CEM 804 DO RECANTO DAS EMAS;23.0;23.0;111.0
53019601;CEF DOUTORA ZILDA ARNS;20.0;20.0;142.0
53019806;CED SAO FRANCISCO;22.0;2.0;132.0
53020006;CED SIGMA - ASA NORTE;40.0;25.0;100.0
53025008;ESC EDUC ARTE;9.0;10.0;37.0
53026004;COL SANTA MARIA;22.0;21.0;28.0
53028007;CEF ABC;17.0;13.0;20.0
53029003;CEP SENAC - SOBRADINHO;10.0;10.0;30.0
53029011;COL LE PETIT GALOIS;17.0;16.0;80.0
53030001;EICCA - EDUC INF CRISTA CRESCENDO E APRENDENDO;8.0;7.0;14.0
53031008;CRESCE;10.0;10.0;27.0
53032012;COL BARAO DO RIO BRANCO;25.0;25.0;70.0
53033019;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC CEILANDIA;18.0;18.0;68.0
53035003;COL CULTURAL;6.0;6.0;14.0
53016920;ESC PAULINA DE JESUS;50.0;50.0;26.0
53016939;NOVA FENIX INST DE EDUC;5.0;4.0;8.0
53016947;ESC PEQUENO UNIVERSO;2.0;2.0;4.0
53016955;CED EVOLUCAO;2.0;2.0;20.0
53016963;CE DO SESI DF - SOBRADINHO;5.0;5.0;93.0
53016971;COL MAFRA;9.0;9.0;36.0
53016980;CIL 01 DE SAMAMBAIA;5.0;3.0;26.0
53016998;QUERUBIM SAUDE C TECNICO E ASSISTENCIA DE ENFERMAGEM;5.0;5.0;20.0
53017005;EC 06 DO PARANOA;20.0;19.0;85.0
53011848;ESC DE 1 GRAU MAMMY;0.0;0.0;0.0
53014944;ESC UNIVERSO DO SABER;0.0;0.0;0.0
53017013;CEI 07 DE TAGUATINGA;7.0;7.0;63.0
53017021;ESC EDUCARTE;50.0;50.0;31.0
