code;name;total_rooms;used_rooms;amount_employees;technical_or_high_school
53003608;CED 05 DE TAGUATINGA;20;20;105;true
53007360;CED 14 DE CEILANDIA;19;19;129;true
53007387;CED 15 DE CEILANDIA;20;20;104;true
53008804;CED 02 DO CRUZEIRO;20;20;116;true
53010981;CIL DO GUARA;12;12;69;true
53011023;CED 02 DO RIACHO FUNDO;15;15;129;true
53011031;CEM 01 DE SAO SEBASTIAO;19;17;134;true
53012097;CED 123 DE SAMAMBAIA;15;15;78;true
53012119;CED 308 DO RECANTO DAS EMAS;15;15;73;true
53016734;CIL 01 DE SAO SEBASTIAO;13;8;13;true
53016742;CIL 01 DO NUCLEO BANDEIRANTE;8;8;13;true
53011066;CED 104 DO RECANTO DAS EMAS;29;29;154;true
53012194;CEM 111 DO RECANTO DAS EMAS;26;26;139;true
53003616;CED 06 DE TAGUATINGA;24;20;171;true
53003624;CED 07 DE TAGUATINGA;20;17;94;true
53003683;CEM TAGUATINGA NORTE;20;20;106;true
53001036;CEM ELEFANTE BRANCO;27;27;130;true
53002482;CED 08 DO GAMA;25;15;93;true
53002563;CED 07 DO GAMA;18;18;123;true
53019407;CEM 804 DO RECANTO DAS EMAS;23;23;111;true
53016980;CIL 01 DE SAMAMBAIA;5;3;26;true
53003969;CIL DE CEILANDIA;24;24;94;true
53007425;CEM 12 DE CEILANDIA;19;19;114;true
53007492;CEM 02 DE CEILANDIA;30;28;120;true
53007506;CEM 03 DE CEILANDIA;30;28;168;true
53007514;CEM 04 DE CEILANDIA;15;15;119;true
53007530;CED 06 DE CEILANDIA;16;16;115;true
53007549;CED 07 DE CEILANDIA;33;33;132;true
53007557;CEM 09 DE CEILANDIA;15;15;84;true
53007565;CEM 10 DE CEILANDIA;20;14;68;true
53005015;CEM 01 DE BRAZLANDIA;20;20;112;true
53005023;CED 02 DE BRAZLANDIA;21;20;107;true
53009029;CEM 304 DE SAMAMBAIA;20;20;135;true
53006739;CEM 01 DO PARANOA;19;19;150;true
53048008;CED 01 DA ESTRUTURAL;20;20;120;true
53001206;CEM SETOR LESTE;24;24;103;true
53001214;CEM SETOR OESTE;15;14;99;true
53015215;IFB - CAMPUS BRASILIA;40;40;180;true
53015223;IFB - CAMPUS TAGUATINGA;17;17;120;true
53015231;IFB - CAMPUS SAMAMBAIA;26;26;106;true
53015240;IFB - CAMPUS GAMA;24;24;103;true
53017480;CIL DO RIACHO FUNDO I;14;1;34;true
53015282;INST TECNICO DE EDUC DE BRASILIA - TAGUATINGA SUL;0;0;0;true
53012100;CED 16 DE CEILANDIA;15;14;109;true
53002580;CEM 01 DO GAMA;30;30;167;true
53002598;CEM 02 DO GAMA;31;28;167;true
53002601;CEM 03 DO GAMA;20;19;106;true
53002610;CED 06 DO GAMA;24;24;105;true
53005171;CED 04 DE BRAZLANDIA;7;7;42;true
53006062;CED 01 DE PLANALTINA;25;25;194;true
53006070;CEM 02 DE PLANALTINA;26;21;140;true
53006968;CED AGROURBANO IPE RIACHO FUNDO;10;10;72;true
53006984;CEM 01 DO RIACHO FUNDO;21;19;141;true
53015380;IFB - CAMPUS RIACHO FUNDO;12;12;111;true
53015401;IFB - CAMPUS SAO SEBASTIAO;13;13;104;true
53010000;CED 416 DE SANTA MARIA;19;16;81;true
53008456;CED 01 DO GUARA;15;15;110;true
53008464;CEM 01 DO GUARA;18;18;126;true
53008472;CED 03 DO GUARA;36;27;118;true
53008480;CED 04 DO GUARA;15;14;129;true
53012542;CED 04 DE SOBRADINHO;19;19;148;true
53010019;CED 619 DE SAMAMBAIA;22;22;120;true
53015398;IFB - CAMPUS TAGUATINGA CENTRO;0;0;0;true
53012623;CEM 404 DE SANTA MARIA;18;18;102;true
53068181;CED 310 DE SANTA MARIA;18;18;98;true
53005465;CEM 01 DE SOBRADINHO;26;25;172;true
53006178;IFB - CAMPUS PLANALTINA;26;26;200;true
53006283;CED 03 DE PLANALTINA;18;18;118;true
53007921;CED 11 DE CEILANDIA;20;18;133;true
53011996;CEM 414 DE SAMAMBAIA;18;18;116;true
53012720;CEM 02 DE BRAZLANDIA;18;18;94;true
53010620;INST TECNICO DE EDUC DE BRASILIA - SOBRADINHO II;10;10;54;true
53003578;CED 02 DE TAGUATINGA;20;20;188;true
53003586;CEM 03 DE TAGUATINGA;19;19;86;true
53003594;CED 04 DE TAGUATINGA;26;18;122;true
53005473;CED 02 DE SOBRADINHO;19;19;144;true
53003047;CED ENGENHO DAS LAJES;12;13;97;true
53016386;CIL 01 DE PLANALTINA;10;10;17;true
53016408;CIL 01 DE SANTA MARIA;4;4;23;true
53016432;CIL 01 DO RECANTO DAS EMAS;10;10;52;true
53003608;CED 05 DE TAGUATINGA;20;20;105;false
53012372;C DE EDUC NATURAL E INTEGRAL - CENI;0;0;0;false
53010663;CR ACAO SOCIAL NOSSA SENHORA DE FATIMA;0;0;0;false
53016670;FACULDADE DE CIENCIAS SOCIAS E TECNOLOGICAS;0;0;0;false
53007255;CAIC BERNARDO SAYAO;23;23;85;false
53007263;CAIC PROF ANISIO TEIXEIRA;40;40;80;false
53007280;CEF 02 DE CEILANDIA;16;16;116;false
53007298;CEF 04 DE CEILANDIA;19;19;71;false
53007301;CEF 07 DE CEILANDIA;42;42;107;false
53007310;CEF 10 DE CEILANDIA;14;14;65;false
53007328;CEF 11 DE CEILANDIA;15;15;52;false
53007336;CEF 12 DE CEILANDIA;15;15;76;false
53007344;CEF 13 DE CEILANDIA;17;17;112;false
53007352;CEF 14 DE CEILANDIA;20;18;82;false
53007360;CED 14 DE CEILANDIA;19;19;129;false
53007379;CEF 16 DE CEILANDIA;14;14;82;false
53007387;CED 15 DE CEILANDIA;20;20;104;false
53004698;COL PRO - FUTURO;15;15;29;false
53004701;COL CONEXAO;16;11;30;false
53004736;CED PROJECAO TAGUATINGA NORTE UNIDADE II;56;25;71;false
53014677;COL ALICERCE;0;0;0;false
53011287;ESC LARANJA LIMA;0;0;0;false
53010892;PRE-ESC JARDIM ABC;0;0;0;false
53007948;EC 39 DE CEILANDIA;16;16;72;false
53007956;EC 40 DE CEILANDIA;15;15;66;false
53007964;EC 43 DE CEILANDIA;15;13;57;false
53007972;CEF 33 DE CEILANDIA;20;20;84;false
53007980;EC 45 DE CEILANDIA;21;21;96;false
53007999;EC 46 DE CEILANDIA;15;13;70;false
53008006;EC 47 DE CEILANDIA;15;14;61;false
53008014;EC 48 DE CEILANDIA;15;15;58;false
53008022;EC 50 DE CEILANDIA;21;19;70;false
53008030;EC 52 DE CEILANDIA;21;21;76;false
53008049;CEF 31 DE CEILANDIA;15;15;65;false
53005635;EC 05 DE SOBRADINHO;19;18;80;false
53005643;CEI 03 DE SOBRADINHO;9;9;50;false
53005651;EC 10 DE SOBRADINHO;9;9;68;false
53005660;EC 11 DE SOBRADINHO;10;10;84;false
53005678;EC 12 DE SOBRADINHO;11;11;54;false
53005686;EC 13 DE SOBRADINHO;11;11;56;false
53005694;EC BOA VISTA;6;6;26;false
53005708;EC CATINGUEIRO;3;3;20;false
53005716;EC CORA CORALINA;6;6;43;false
53005724;EC CORREGO DO OURO;3;3;14;false
53008782;CEF ATHOS BULCAO;18;18;57;false
53008790;CEM INTEGRADO DO CRUZEIRO;17;17;62;false
53008804;CED 02 DO CRUZEIRO;20;20;116;false
53008812;CED CIMAN;16;16;57;false
53008820;EC 04 DO CRUZEIRO;9;8;48;false
53006313;EC ALTA-MIR;7;6;41;false
53006321;EC APRODARMAS;6;6;29;false
53006348;EC BARRA ALTA;4;4;18;false
53006356;EC BROCHADO DA ROCHA;5;5;5;false
53006364;CEF CERAMICAS REUNIDAS DOM BOSCO;11;11;69;false
53006372;EC COPERBRAS;7;7;16;false
53006380;EC CORREGO DO MEIO;3;3;24;false
53006402;EC ESTANCIA DO PIPIRIPAU;3;3;12;false
53006410;EC ESTANCIA DE PLANALTINA;13;13;74;false
53006429;EC ETA 44;7;7;35;false
53006437;EC FRIGORIFICO INDUSTRIAL;6;6;31;false
53006461;EC MONJOLO;5;4;34;false
53006488;EC NUCLEO RURAL CORREGO DO ATOLEIRO;2;2;20;false
53006496;CED OSORIO BACCHIN;6;6;42;false
53006518;EC PARANA;11;11;61;false
53011333;COL JUSCELINO KUBITSCHEK - TAG SUL;0;0;0;false
53017501;ESC FLOR DE LIS;19;19;74;false
53017510;C DE ENS GRAU TECNICO;5;5;20;false
53017528;INTED - INST NT DE EDUCACAO;8;2;14;false
53017536;COL ALUB - SEDE XII;23;18;60;false
53017544;EC COMUNIDADE DE APRENDIZAGEM DO PARANOA - EC CAP;10;10;39;false
53017552;COL PROGRESSUS;7;7;15;false
53017560;INST MERITO;14;14;14;false
53017579;ESC CASTELINHO DO PEQUENO SABIO;13;13;45;false
53017587;ESC CRIANCA EM ACAO;9;9;18;false
53017595;ESC CANADENSE DE AGUAS CLARAS;26;8;40;false
53017609;COL CENESC;6;6;5;false
53017617;ME POE NA HISTORIA - EDUC INF;12;10;45;false
53017625;CED SANTA CARMEN SALLES;29;4;26;false
53017633;COL CCA;5;4;14;false
53016459;CEPI PICA-PAU BRANCO;9;9;38;false
53016467;CEPI ANGICO;8;8;36;false
53016475;CEPI AROEIRA;10;9;35;false
53016483;CEPI SABIA-LARANJEIRA;8;8;35;false
53016491;CEPI FLOR DE PEQUI;9;9;38;false
53016505;CEPI IPE-AMARELO;9;9;40;false
53016513;CEPI ESTRELA-DO-CERRADO;9;9;42;false
53016521;CEPI JOAO-DE-BARRO;8;8;38;false
53016530;CEPI CANELA-DE-EMA;9;9;31;false
53016548;CEPI JASMIM;9;9;32;false
53016564;CEPI MACAUBA;9;9;43;false
53016572;CEPI SEMPRE-VIVA;9;9;38;false
53016580;C DE EDUC PROFISSIONAL DE CEILANDIA;14;2;32;false
53016599;COL ALUB SEDE VII;22;14;59;false
53007395;CEF 18 DE CEILANDIA;20;17;72;false
53007409;CEF 19 DE CEILANDIA;20;18;71;false
53016050;FACIPLAC;0;0;0;false
53010868;COL VITAL BRAZIL;48;36;78;false
53010914;ESC EVANGELICA RECANTO DO CEU;11;9;10;false
53010949;CE MENINO MALUQUINHO;13;13;38;false
53010973;CED PROJECAO SOBRADINHO;26;26;60;false
53010981;CIL DO GUARA;12;12;69;false
53010990;ESC CANTINHO MAGICO;29;29;105;false
53011007;ACAO SOCIAL PAULA FRASSINETTI;9;9;45;false
53011015;EC RIACHO FUNDO;15;13;73;false
53011023;CED 02 DO RIACHO FUNDO;15;15;129;false
53011031;CEM 01 DE SAO SEBASTIAO;19;17;134;false
53011040;CEF DO BOSQUE;17;15;87;false
53011058;CR CRUZ DE MALTA SAO JOAO BATISTA DE JERUSALEM;9;9;52;false
53008057;EC 56 DE CEILANDIA;18;18;68;false
53008073;EC 59 DE CEILANDIA;14;14;65;false
53008081;CEF 34 DE CEILANDIA;15;14;62;false
53008090;EC 61 DE CEILANDIA;18;18;70;false
53012046;CEF 10 DO GUARA;15;13;69;false
53012054;CEF SANTOS DUMONT;20;20;105;false
53012062;CEF 201 DE SANTA MARIA;15;15;122;false
53012070;EC AGUILHADA;6;6;38;false
53012089;EC 02 DO RIACHO FUNDO;16;16;64;false
53012097;CED 123 DE SAMAMBAIA;15;15;78;false
53012119;CED 308 DO RECANTO DAS EMAS;15;15;73;false
53012127;CEF 405 DO RECANTO DAS EMAS;16;16;115;false
53012135;CEI 01 DE BRASILIA;17;17;125;false
53012151;CEI DA CANDANGOLANDIA;10;9;53;false
53012160;EDUCANDARIO ESPIRITA SEMENTINHA DE LUZ;7;7;37;false
53008839;EC 05 DO CRUZEIRO;8;8;54;false
53008847;EC 06 DO CRUZEIRO;9;9;46;false
53008855;EC 08 DO CRUZEIRO;20;16;37;false
53008863;ESC MUNDO MAGICO;11;11;46;false
53008898;JI 01 DO CRUZEIRO;6;6;35;false
53008901;ESC MAT E JI BARQUINHO AMARELO;8;8;19;false
53008944;CAIC AYRTON SENNA;31;26;73;false
53008952;CAIC HELENA REIS;20;20;116;false
53008979;CED MYRIAM ERVILHA;22;22;135;false
53008987;CEF 404 DE SAMAMBAIA;16;15;97;false
53012860;COL GALOIS;30;28;154;false
53012887;EC 401 DO RECANTO DAS EMAS;20;20;99;false
53012895;ESC DA NATUREZA;5;5;18;false
53012909;ESC DNA;20;14;75;false
53012941;COL CIMAN;61;58;231;false
53009576;CED SIGMA - LAGO SUL;36;36;50;false
53009584;CEF 06 DE BRASILIA;12;12;101;false
53009592;COL NOSSA SENHORA DO PERPETUO SOCORRO;27;23;107;false
53009606;INST EDUCACIONAL SAO JUDAS TADEU;8;8;47;false
53009614;JI VI COMAR;6;6;27;false
53009649;CAIC ALBERT SABIN;36;26;116;false
53009657;CAIC SANTA MARIA;34;34;144;false
53009665;CEF 308 DE SANTA MARIA;24;24;118;false
53009673;EC 206 DE SANTA MARIA;25;16;95;false
53009681;EC 116 DE SANTA MARIA;20;18;86;false
53009690;CEF 316 DE SANTA MARIA;17;15;113;false
53009703;EC 203 DE SANTA MARIA;36;36;120;false
53009711;CEF SARGENTO LIMA;11;10;52;false
53009720;CAIC UNESCO;43;43;240;false
53016033;FACULDADES LS FACELS;0;0;0;false
53012208;CR CANTINHO DO CEU;0;0;0;false
53015924;C UNIVERSITARIO INST DE EDUC SUPERIOR DE BRASILIA - IESB - UNIDADE ASA NORTE;0;0;0;false
53017641;CIESB - C INTERNACIONAL EVANGELICO SUICO BRASILEIRO;13;13;55;false
53017650;GALOIS - FILIAL 1;10;5;28;false
53017668;IFB - CAMPUS RECANTO DAS EMAS;10;10;75;false
53017676;EDEN GARDEN BILINGUAL SCHOOL;11;8;16;false
53017684;UNYLEYA ESC TECNICA - UNYTECH;10;10;17;false
53017692;VIRAVENTOS ESCOLA INFANTIL;11;10;52;false
53017706;INST EDUCACIONAL SOARES;10;10;22;false
53017714;COL BIANGULO II;7;7;26;false
53017722;COLEGIO GAUI;10;7;12;false
53017765;REDE DE ENSINO CERTO - UNIDADE VICENTE PIRES;9;9;29;false
53018206;COL CECCO - CE CANTINHO DO CORACAO;7;7;8;false
53018605;CEF 113 DO RECANTO DAS EMAS;20;20;104;false
53019008;ESC PASSINHOS DO SABER;7;7;7;false
53019202;COL CRIART;11;11;14;false
53016602;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;13;13;28;false
53016637;ESC CENED;50;50;21;false
53016645;IFB - CAMPUS CEILANDIA;13;13;95;false
53016653;IFB - CAMPUS ESTRUTURAL;14;14;96;false
53016661;COL RODRIGUES DE SOUZA;4;4;4;false
53016688;INST DE EDUC VITORIA REGIA;11;8;52;false
53016696;GALOIS INFANTIL;15;12;36;false
53016718;CEPI CAPIM DOURADO;9;9;34;false
53014960;CR ESC BALAOZINHO;0;0;0;false
53012526;CR ESPIRITA MARIA DE NAZARE;0;0;0;false
53016726;UNICO EDUCACIONAL;11;11;57;false
53016734;CIL 01 DE SAO SEBASTIAO;13;8;13;false
53016742;CIL 01 DO NUCLEO BANDEIRANTE;8;8;13;false
53016750;CEPI ARARAUNA;9;9;39;false
53016769;ESC PRIMEIROS PASSOS;7;7;14;false
53016777;CEPI JACARANDA;9;9;39;false
53011066;CED 104 DO RECANTO DAS EMAS;29;29;154;false
53011074;COL MARISTA JOAO PAULO II;45;41;285;false
53016556;C UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;0;0;0;false
53008910;CASA AZUL FELIPE AUGUSTO;0;0;0;false
53014561;JI 116 DE SANTA MARIA;11;11;58;false
53014570;EC VILA NOVA;20;20;90;false
53014588;EC BELA VISTA;23;23;86;false
53014596;JI 603 DO RECANTO DAS EMAS;11;11;65;false
53014618;EC 803 DO RECANTO DAS EMAS;20;20;92;false
53014626;JI 01 DO RIACHO FUNDO II;11;11;45;false
53014634;CED MEUS AMIGUINHOS;4;4;8;false
53014642;INST TECNICO DE EDUC DE BRASILIA - ASA SUL;18;9;36;false
53014685;COL VITORIA REGIA;20;20;240;false
53014693;INST NAIR VALADARES - INAV;9;8;32;false
53014707;CED CCI SENIOR;77;77;99;false
53014766;CIEIC - C INTEGRADO DE EDUC IRMAOS CARVALHO;11;10;30;false
53012178;EC SAO BARTOLOMEU;4;4;28;false
53012186;CEF 101 DO RECANTO DAS EMAS;19;19;97;false
53012194;CEM 111 DO RECANTO DAS EMAS;26;26;139;false
53012267;ESPACO CRIANCA - C EDUC;13;13;59;false
53000854;CEF 01 DO PLANALTO;10;10;48;false
53000862;CEF 02 DE BRASILIA;7;7;37;false
53000870;CEF 03 DE BRASILIA;9;8;54;false
53000889;CEF 04 DE BRASILIA;7;7;39;false
53000897;CEF 05 DE BRASILIA;8;8;60;false
53000919;CEF GAN;13;13;57;false
53000927;CEF POLIVALENTE;17;17;75;false
53000951;ESC SEB DINATOS;43;43;138;false
53000960;COL MAURICIO SALLES DE MELLO;22;19;78;false
53000986;CEM PAULO FREIRE;17;17;58;false
53001010;CEM ASA NORTE - CEAN;14;14;67;false
53012950;COL SABER;12;11;63;false
53012968;ESC RAVELO;9;9;22;false
53012976;CIL DE BRAZLANDIA;19;19;47;false
53012984;CED SANTA MARIA ROSA MOLAS - CEMAR;10;10;30;false
53013034;CEF 01 DO RIACHO FUNDO II;22;22;143;false
53013042;C DE CRIATIVIDADE INFANTO-JUVENIL - CCI;77;77;108;false
53013069;ESC RECREANDO;8;8;9;false
53013085;COL PODION;17;13;75;false
53013093;CR SOLDADINHO DE CHUMBO;5;5;21;false
53013417;CE CHICO XAVIER DA 408 SUL;0;0;0;false
53010140;ESC GENTE FELIZ;0;0;0;false
53008715;JI MONICA;0;0;0;false
53001630;EC 312 NORTE;8;8;44;false
53001648;EC 314 SUL;8;8;43;false
53001664;CEF 316 NORTE;9;9;22;false
53001672;EC 316 SUL;10;10;55;false
53001680;EC 403 NORTE;7;7;39;false
53013670;CED LEONARDO DA VINCI - UNIDADE TAGUATINGA;110;69;295;false
53013697;ESC CANARINHO AMARELO;16;16;80;false
53013719;CED SARON;6;6;9;false
53013743;LS ESC TECNICA;30;30;88;false
53013760;INST PIAGETIANO DE EDUC - IPE;9;9;22;false
53013794;MONTESSORIANA ESC INF;12;12;59;false
53013832;EC 04 DE SOBRADINHO;9;9;40;false
53013840;CED STELLA DOS CHERUBINS GUIMARAES TROIS;20;27;143;false
53013867;EC 604 DE SAMAMBAIA;25;25;125;false
53013875;COL SERIOS;54;54;169;false
53013883;ESC MUNDO INOCENTE;5;5;9;false
53013891;COL ALTO NIVEL;11;11;42;false
53013905;CED JUSCELINO KUBITSCHEK - ASA NORTE II;18;14;56;false
53013913;ORIGINAL - C DE EDUC INF;4;4;7;false
53014383;ESC PORTO SEGURO;0;0;0;false
53014812;CEM INTEGRADO A EDUC PROFISSIONAL DO GAMA;12;12;70;false
53014820;CIP - COL INTEGRADO POLIVALENTE;14;14;32;false
53014839;C INTEGRADO DE EDUC INF NOSSA SENHORA MAE DOS HOMENS;7;7;33;false
53014847;COL DO SOL;50;50;125;false
53014855;EC 65 DE CEILANDIA;28;25;97;false
53014863;EC 02 DO RIACHO FUNDO II;13;13;67;false
53014871;EC 01 DO ITAPOA;17;17;102;false
53014880;CED SAO BARTOLOMEU;21;21;168;false
53014898;ESC PEQUENOS BRILHANTES;9;6;13;false
53014901;COL DOM JOSE;13;13;36;false
53014910;ESC DE PAISAGISMO DE BRASILIA;4;4;13;false
53014928;ESCOLINHA BEIJA-FLOR;10;10;39;false
53014952;INST EDUCACIONAL SALOMAO;10;10;18;false
53014979;COLINHO DE MAE CR E ESC;10;10;35;false
53008723;JI PEQUENO SOL;0;0;0;false
53011554;C TREINAMENTO SALVADOR AVERSA - SENAI;0;0;0;false
53016785;CED 01 DE BRASILIA;35;35;78;false
53016793;EC 203 DO RECANTO DAS EMAS;13;13;45;false
53016807;CEPI GAVIAO;8;8;33;false
53016815;CIL 01 DO PARANOA;12;10;40;false
53016823;COL MARISTA PIO XII DE BRASILIA;24;24;127;false
53016831;LYCCEE FRANCAIS FRANCOIS MITTERRAND;53;53;91;false
53016840;COL KADIMA;2;2;18;false
53016858;CE VITORIA REGIA;9;9;50;false
53016866;ESC DE EDUC INF CUT-CUT;5;5;7;false
53014103;ESC MONTEMINE;0;0;0;false
53016874;INEDI - INST DE ENSINO PROFISSIONALIZANTE;0;2;16;false
53016882;UNICO;4;4;15;false
53016890;ESC COLINHO DA VOVO;4;4;11;false
53016904;ESC DE EDUC INF ARARA AZUL;50;50;195;false
53016912;COL CEFABS;8;8;12;false
53014782;ESC LAZARO LUIZ ZAMENHOF-CURUMIM;6;6;10;false
53014790;ESC APLICACAO;4;4;9;false
53003616;CED 06 DE TAGUATINGA;24;20;171;false
53003624;CED 07 DE TAGUATINGA;20;17;94;false
53003632;CEM AVE BRANCA;28;28;249;false
53003640;CED CATOLICA DE BRASILIA;97;97;341;false
53003659;COL MARISTA CHAMPAGNAT;64;60;298;false
53003667;COL OBJETIVO DF - UNIDADE I;50;32;150;false
53003683;CEM TAGUATINGA NORTE;20;20;106;false
53003691;CEM EIT;20;20;213;false
53003713;COL JESUS MARIA JOSE;38;25;102;false
53003721;CED PROJECAO TAGUATINGA NORTE;41;33;81;false
53003730;CLARETIANO - CED STELLA MARIS;40;40;150;false
53003802;CEE 01 DE CEILANDIA;28;28;154;false
53001036;CEM ELEFANTE BRANCO;27;27;130;false
53001044;CED GISNO;21;21;142;false
53001060;COL LA SALLE BRASILIA;44;44;100;false
53016076;C UNIVERSITARIO EURO AMERICANO - UNIEURO ASA NORTE;0;0;0;false
53013573;TIA ELZA MAT E JI;0;0;0;false
53008260;COL ALUB - SEDE V;0;0;0;false
53015436;ESC BARQUINHO DE PAPEL;0;0;0;false
53004825;COL BERLAAR MADRE BLANDINA;20;20;29;false
53004868;COL ALUB - SEDE IV;13;11;44;false
53004876;ESC NOSSA SENHORA DE LOURDES;8;8;20;false
53004930;CFP TAGUATINGA - CFP-T - SENAI;75;75;247;false
