code;name;total_rooms;used_rooms;amount_employees;technical_or_high_school
53004949;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC;50;50;205;false
53004965;COL VIP;15;13;35;false
53004973;CAIC PROF BENEDITO CARLOS DE OLIVEIRA;30;30;172;false
53004981;CED INCRA 08;18;18;100;false
53004990;CEF 01 DE BRAZLANDIA;18;18;73;false
53005007;CEF VENDINHA;12;12;84;false
53001699;EC 405 NORTE;8;8;57;false
53001702;CEF 405 SUL;12;12;44;false
53001710;EC 407 NORTE;7;7;43;false
53001729;CEF 410 NORTE;10;10;64;false
53001737;EC 410 SUL;8;8;44;false
53001745;EC 411 NORTE;7;5;44;false
53001753;EC 413 SUL;10;10;41;false
53001761;EC 415 NORTE;8;8;36;false
53001770;EC 416 SUL;11;11;63;false
53001788;EC 708 NORTE;9;9;40;false
53014715;COL EVANGELICO ARTUR XAVIER DE PAULA;0;0;0;false
53005732;EC ENGENHO VELHO;8;8;54;false
53005740;CED PROF CARLOS RAMOS MOTA;17;17;126;false
53005759;EC MORRO DO SANSAO;5;5;38;false
53005767;EC RIBEIRAO;3;3;17;false
53002377;CR MAT JI MEU PEQUENO MUNDO;8;8;20;false
53002407;ESC SAGRADA FAMILIA MENINO DEUS;15;15;62;false
53002423;SIBIPIRUNA - ESC INF;6;6;26;false
53002458;CAIC CARLOS CASTELLO BRANCO;25;20;88;false
53002466;CEF PONTE ALTA DO BAIXO;6;6;44;false
53002474;CED GESNER TEIXEIRA;20;20;127;false
53002482;CED 08 DO GAMA;25;15;93;false
53002490;CEF 04 DO GAMA;28;23;101;false
53002504;CEF 05 DO GAMA;23;23;104;false
53002512;CEF 08 DO GAMA;15;15;83;false
53002520;EC 29 DO GAMA;25;15;78;false
53002539;CEF 10 DO GAMA;20;16;104;false
53002547;CEF 11 DO GAMA;20;13;124;false
53002563;CED 07 DO GAMA;18;18;123;false
53002571;CE DO SESI - DF GAMA;28;23;69;false
53019407;CEM 804 DO RECANTO DAS EMAS;23;23;111;false
53019601;CEF DOUTORA ZILDA ARNS;20;20;142;false
53019806;CED SAO FRANCISCO;22;2;132;false
53020006;CED SIGMA - ASA NORTE;40;25;100;false
53025008;ESC EDUC ARTE;9;10;37;false
53026004;COL SANTA MARIA;22;21;28;false
53028007;CEF ABC;17;13;20;false
53029003;CEP SENAC - SOBRADINHO;10;10;30;false
53029011;COL LE PETIT GALOIS;17;16;80;false
53030001;EICCA - EDUC INF CRISTA CRESCENDO E APRENDENDO;8;7;14;false
53031008;CRESCE;10;10;27;false
53032012;COL BARAO DO RIO BRANCO;25;25;70;false
53033019;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC CEILANDIA;18;18;68;false
53035003;COL CULTURAL;6;6;14;false
53016920;ESC PAULINA DE JESUS;50;50;26;false
53016939;NOVA FENIX INST DE EDUC;5;4;8;false
53016947;ESC PEQUENO UNIVERSO;2;2;4;false
53016955;CED EVOLUCAO;2;2;20;false
53016963;CE DO SESI DF - SOBRADINHO;5;5;93;false
53016971;COL MAFRA;9;9;36;false
53016980;CIL 01 DE SAMAMBAIA;5;3;26;false
53016998;QUERUBIM SAUDE C TECNICO E ASSISTENCIA DE ENFERMAGEM;5;5;20;false
53017005;EC 06 DO PARANOA;20;19;85;false
53011848;ESC DE 1 GRAU MAMMY;0;0;0;false
53014944;ESC UNIVERSO DO SABER;0;0;0;false
53017013;CEI 07 DE TAGUATINGA;7;7;63;false
53017021;ESC EDUCARTE;50;50;31;false
53017030;COL IDEAL FUNDAMENTAL - UNIDADE V;36;36;201;false
53017048;COL PODION ENSINO FUNDAMENTAL;16;11;49;false
53017056;JI 06 DO GAMA;8;8;41;false
53003810;CEE 01 DE TAGUATINGA;55;55;256;false
53003969;CIL DE CEILANDIA;24;24;94;false
53010736;ASSOC DOS AMIGOS DOS AUTISTAS DO DISTRITO FEDERAL - AMADF;0;0;0;false
53011856;ESC DE EDUC INF PIU PIU;0;0;0;false
53007417;CEF 20 DE CEILANDIA;18;18;92;false
53007425;CEM 12 DE CEILANDIA;19;19;114;false
53007450;CEF PROF MARIA DO ROSARIO GONDIM DA SILVA;25;21;86;false
53007468;REDE DE ENSINO CERTO;21;21;69;false
53007492;CEM 02 DE CEILANDIA;30;28;120;false
53007506;CEM 03 DE CEILANDIA;30;28;168;false
53007514;CEM 04 DE CEILANDIA;15;15;119;false
53007522;CEF 25 DE CEILANDIA;23;23;134;false
53007530;CED 06 DE CEILANDIA;16;16;115;false
53007549;CED 07 DE CEILANDIA;33;33;132;false
53007557;CEM 09 DE CEILANDIA;15;15;84;false
53007565;CEM 10 DE CEILANDIA;20;14;68;false
53005015;CEM 01 DE BRAZLANDIA;20;20;112;false
53005023;CED 02 DE BRAZLANDIA;21;20;107;false
53005031;CED DE INTELIGENCIA;14;14;24;false
53005040;CEE 01 DE BRAZLANDIA;23;23;163;false
53013123;ESPRECE - ESC PRESBITERIANA DO CENTENARIO;0;0;0;false
53008103;EC 62 DE CEILANDIA;15;15;73;false
53008111;CEF BOA ESPERANCA;6;6;51;false
53008120;EC CORREGO DAS CORUJAS;3;3;20;false
53008138;EC DO SETOR P NORTE;15;15;61;false
53008146;CED INCRA 09;13;13;85;false
53008154;EC JIBOIA;2;2;18;false
53008162;EC LAJES DA JIBOIA;7;7;30;false
53008170;EC 64 DE CEILANDIA;28;23;102;false
53008189;ESC DE EDUC BASICA E PROF FUNDACAO BRADESCO;27;27;108;false
53008308;ESCOLINHA DO LELEU;5;4;8;false
53005775;EC RUA DO MATO;5;5;27;false
53005783;EC SANTA HELENA;5;5;42;false
53005791;EC SITIO DAS ARAUCARIAS;5;5;25;false
53005805;EC SONHEM DE CIMA;4;4;30;false
53005813;EDUCANDARIO EURIPEDES BARSANULFO;28;28;93;false
53005848;CEE 01 DE SOBRADINHO;14;14;117;false
53005899;INST EDUCACIONAL STO ELIAS;39;39;127;false
53005910;INST SAO JOSE;47;47;94;false
53005929;CEI 01 DE SOBRADINHO;8;8;33;false
53005937;CEI 02 DE SOBRADINHO;11;11;54;false
53005945;COL APROVACAO GENIO;13;13;36;false
53008995;CEF 312 DE SAMAMBAIA;17;17;114;false
53009002;CEF 411 DE SAMAMBAIA;18;18;93;false
53009010;CEF 507 DE SAMAMBAIA;18;18;80;false
53009029;CEM 304 DE SAMAMBAIA;20;20;135;false
53006526;EC PEDRA FUNDAMENTAL;6;6;26;false
53006534;EC RAJADINHA;4;4;28;false
53006550;EC SANTOS DUMONT;4;4;29;false
53006585;ESC ADVENTISTA DE PLANALTINA;33;22;45;false
53006682;JI CASA DE VIVENCIA;7;7;42;false
53006712;CAIC SANTA PAULINA;26;26;124;false
53006720;CED DO PAD-DF;17;17;94;false
53006739;CEM 01 DO PARANOA;19;19;150;false
53006747;EC 01 DO PARANOA;19;19;105;false
53006755;EC 02 DO PARANOA;27;27;121;false
53006763;EC 03 DO PARANOA;15;15;62;false
53006771;EC 04 DO PARANOA;18;18;96;false
53006780;EC 05 DO PARANOA;12;12;56;false
53006798;EC ALTO INTERLAGOS;4;4;32;false
53006801;EC BOQUEIRAO;3;3;20;false
53014987;CE E VIVENCIA INF VOVO ANA-CEVIVA;9;8;24;false
53014995;MAT CONSTRUCAO DO SABER;5;5;17;false
53015002;ESC ANJO GABRIEL;10;7;11;false
53015010;ESC CANADENSE DE BRASILIA;25;25;350;false
53015045;CE TIO PATINHAS;8;8;12;false
53015088;COL OBJETIVO GAMA;15;15;40;false
53015096;CED GENESIS;50;50;16;false
53015118;ESC CRIANCA ESPERANCA;12;6;16;false
53015134;CED VICENTE PIRES;16;16;32;false
53015142;ESC INTERNACIONAL BRASIL-SUICA;28;10;37;false
53015150;RECANTO INF CALAZANS;13;8;15;false
53015169;CEAV JUNIOR - CED ALMEIDA VIEIRA JUNIOR;11;11;49;false
53015177;ESCOLINHA CASA DA ALEGRIA;10;10;15;false
53015193;ESC PONTA DE LAPIS;7;7;18;false
53017064;EC 502 DE SAMAMBAIA;11;11;52;false
53017072;JI 02 DO CRUZEIRO;4;4;27;false
53017080;CEF 03 DA ESTRUTURAL;18;13;57;false
53017099;CEPI CUTIA;8;8;36;false
53017102;COL VISAO;42;26;62;false
53017110;CEPI MANGABEIRA;9;9;40;false
53017129;CEPI SAGUI;9;9;33;false
53017137;CEPI PERDIZ;9;9;37;false
53017145;PRO-VIDA CEI;8;8;42;false
53017153;CEI TIA NAIR;29;19;108;false
53011635;ESC NOVO HORIZONTE;0;0;0;false
53014081;ESC TECNICA CENACAP;0;0;0;false
53017161;C DE EDUC SAO FILIPPO SMALDONE;6;6;8;false
53017170;CEI TIA NAIR - UNIDADE I;9;9;44;false
53017188;COL ALUB SEDE XI;22;18;72;false
53017196;COL ALUB SEDE XIII;22;15;41;false
53007603;CEP - ESC TECNICA DE CEILANDIA;40;38;170;false
53007611;COL TIRADENTES;21;20;58;false
53013255;CED ECILDA RAMOS;0;0;0;false
53010531;ESC CANGURU EDUC INF;0;0;0;false
53011767;ESC MEU PRIMEIRO MUNDO;0;0;0;false
53007590;C COMUNITARIO SAO LUCAS;0;0;0;false
53011112;ESC BATISTA PEDRAS VIVAS;12;8;11;false
53011120;ESC FUNDAMENTAL PARAISO;23;23;77;false
53011171;EIN - ESC ISAAC NEWTON;16;15;34;false
53011236;MAJEST CED;8;8;9;false
53011252;COL GALILEU;7;7;24;false
53011279;ESC PICA-PAU;5;5;15;false
53011295;ESC MUNDO MAGICO DO SABER;15;15;33;false
53011309;ESC CANTINHO CRISTAO;9;9;38;false
53011350;CIL DO GAMA;18;18;97;false
53011368;CED CERTO;26;15;49;false
53011449;COL EDUCRIARTE;9;9;18;false
53008316;INSTEI - CE;30;22;57;false
53008332;EC 31 DE CEILANDIA;20;19;82;false
53008340;EC 35 DE CEILANDIA;23;23;81;false
53008359;INST SOUSA ARANTES;12;8;15;false
53015592;LAR DA CRIANCA DE BRASILIA;0;0;0;false
53005422;CE EDUCAR;0;0;0;false
53014731;CED ISAAC NEWTON;0;0;0;false
53012275;CR NOSSA SENHORA DA DIVINA PROVIDENCIA;8;8;42;false
53012283;ESC ISAAC NEWTON META;7;7;26;false
53012305;COL CRESCER;16;9;22;false
53012330;COL WGS;21;21;78;false
53012356;CED DO LAGO NORTE;14;14;101;false
53012380;COL REACAO;30;30;48;false
53012399;CR IRMA ELVIRA;6;6;35;false
53012429;CEF 01 DO PARANOA;20;20;137;false
53012437;CR COMUNITARIA DA QE 38;4;4;23;false
53009053;EC 108 DE SAMAMBAIA;19;18;93;false
53009061;EC 111 DE SAMAMBAIA;10;10;46;false
53009070;CEF 120 DE SAMAMBAIA;15;15;81;false
53009088;EC 121 DE SAMAMBAIA;19;16;62;false
53009096;EC 303 DE SAMAMBAIA;14;10;62;false
53009118;EC 317 DE SAMAMBAIA;17;12;51;false
53009126;EC 318 DE SAMAMBAIA;16;15;78;false
53009134;EC 325 DE SAMAMBAIA;17;17;64;false
53009142;EC 403 DE SAMAMBAIA;17;17;66;false
53009150;CEF 407 DE SAMAMBAIA;16;15;61;false
53009169;EC 410 DE SAMAMBAIA;14;14;84;false
53013115;TINDOLELE ESC DE EDUC;4;4;6;false
53013140;INST DE EDUC MONTESQUIEU;13;13;26;false
53013158;CEI - ASSEFE - CEI DA ASSOC DOS SERVIDORES DO SENADO FEDERAL;12;12;85;false
53009738;CEF CERAMICA SAO PAULO;15;13;80;false
53009746;CEF NOVA BETANIA;15;15;70;false
53009754;EC AGROVILA SAO SEBASTIAO;13;13;55;false
53009762;EC CACHOEIRINHA;7;6;24;false
53009770;EC CERAMICA DA BENCAO;13;13;73;false
53009797;CEF JATAI;10;10;41;false
53009819;CEP - ESC TECNICA DE BRASILIA;44;44;150;false
53009827;ESC MAE DA DIVINA PROVIDENCIA;14;14;43;false
53009851;CEF 213 DE SANTA MARIA;19;19;115;false
53009860;CEF 306 DO RECANTO DAS EMAS;24;24;90;false
53009878;CEF 403 DE SANTA MARIA;17;17;84;false
53009916;CEAC - CED ANGELA CLARA;50;50;54;false
53009940;COL PRESBITERIANO MACKENZIE - BRASILIA;62;58;342;false
53009967;C OLIMPICO DE ENSINO;25;25;47;false
53013174;C SOCIAL JOAO PAULO II;0;0;0;false
53012917;ESC DE EDUC INF KENNEDY;0;0;0;false
53009517;CRIARTE CE;0;0;0;false
53037006;COL DIVINO CORACAO DE JESUS;7;7;12;false
53038002;CEM DELTA;10;6;34;false
53040007;ESC SANTO AGOSTINHO;4;3;7;false
53040015;CED DA CRIANCA;9;9;45;false
53044002;COL IPEMAX;50;35;79;false
53045009;CEP SENAC - JESSE FREIRE;23;23;55;false
53046005;COL MC - MAGIA DE CRIANCA;13;10;17;false
53047001;CEI AGUAS CLARAS;9;9;56;false
53047010;EC 16 DE PLANALTINA;15;2;94;false
53047028;EC 01 DO ARAPOANGA;15;15;67;false
53048008;CED 01 DA ESTRUTURAL;20;20;120;false
53050002;CEI 310 DO RECANTO DAS EMAS;9;9;46;false
53051009;CEM JULIA KUBITSCHEK;18;15;99;false
53052005;C DE EDUC INTEGRADA PILARES;8;8;8;false
53017218;THE BRITISH SCHOOL OF BRASILIA;10;10;40;false
53017234;CEP ARTICULADO DO GUARA - PROF TERESA ONDINA MALTESE;10;10;43;false
53017250;ESC PEQUENO GENIO;5;4;7;false
53017269;COL METROPOLITANA;28;15;24;false
53017277;CEI 04 DE SAO SEBASTIAO;10;8;36;false
53017285;ESC PEQUENOS GENIAIS;4;4;9;false
53017293;UNICO EDUCACIONAL TAGUATINGA;11;8;48;false
53017315;CED LOGOS;23;21;45;false
53017323;CEPI PINHEIRINHO ROXO;8;8;34;false
53017331;CRESCE - EDUC INF E ENS FUND;12;12;46;false
53017358;ESC DE EDUC INF PRIMEIROS PASSOS;6;6;16;false
53017366;COL PRIME;15;15;28;false
53017374;COL SABER;5;5;24;false
53017390;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC SAMAMBAIA;50;50;51;false
53011457;CE CASTELO ENCANTADO;15;10;24;false
53011465;COL MONTE SIAO;7;7;11;false
53011490;CEF NOSSA SENHORA FATIMA;14;14;89;false
53011619;MAT JI CARROSSEL;0;0;0;false
53000200;CEE 02 DE BRASILIA;37;37;167;false
53001400;COL SANTA DOROTEIA;29;19;106;false
53001800;EC DO SMU;7;7;37;false
53002300;JI 304 NORTE;5;5;29;false
53003500;CEF 11 DE TAGUATINGA;15;15;109;false
53005600;CIL DE SOBRADINHO;16;16;77;false
53006500;EC PALMEIRAS;3;3;16;false
53007000;EC IPE;13;13;78;false
53007700;EC 10 DE CEILANDIA;11;11;68;false
53008600;EC 06 DO GUARA;13;13;83;false
53009100;CEI 307 DE SAMAMBAIA;13;10;51;false
53011600;CEF 206 DO RECANTO DAS EMAS;15;15;120;false
53012445;CR TIA JOANA DO LUCIO COSTA;3;3;18;false
53012453;ESC CIA DA CRIANCA;10;9;20;false
53012470;CR NUCLEO BANDEIRANTE;10;8;30;false
53012488;CEI 01 DE SAO SEBASTIAO;12;12;74;false
53012496;EC VILA DO BOA;5;5;37;false
53010566;ESC ESTRELINHA MAGICA;0;0;0;false
53001087;CED LEONARDO DA VINCI;36;28;189;false
53001095;CED LEONARDO DA VINCI - UNID NORTE;90;75;170;false
53001109;CED MARIA AUXILIADORA;27;25;92;false
53001192;CED SAGRADA FAMILIA;49;42;112;false
53001206;CEM SETOR LESTE;24;24;103;false
53001214;CEM SETOR OESTE;15;14;99;false
53001222;CED SIGMA;89;78;110;false
53001249;CEP SENAC - PLANO PILOTO;30;25;78;false
53013166;COL VITORIA;30;30;85;false
53013182;COL ESPLANADA;25;14;51;false
53013190;COL TRIANGULO RECANTO;15;14;38;false
53013204;COL DJ;26;16;48;false
53013212;COL ATHOS;21;21;50;false
53013220;ESC MOARA;19;19;51;false
53013239;CEF 802 DO RECANTO DAS EMAS;22;20;131;false
53013247;EC 510 DO RECANTO DAS EMAS;21;21;89;false
53013263;CEI 01 DO GAMA;10;10;55;false
53013280;EC VALE DO SOL;5;5;31;false
53013298;ESC MASTER II;12;12;21;false
53002555;CEF 12 DO GAMA;0;0;0;false
53015916;C UNIVERSITARIO INST DE EDUC SUPERIOR DE BRASILIA - IESB - UNIDADE OESTE;0;0;0;false
53001818;EC GRANJA DO TORTO;5;5;32;false
53001842;EP 210-211 NORTE;14;14;72;false
53001850;EP 210-211 SUL;13;13;63;false
53013921;COL DROMOS;15;15;69;false
53013930;ESC VILA DAS CRIANCAS;25;23;61;false
53013948;EDUCANDARIO DE MARIA IDEALIZAR;22;10;12;false
53013964;COL CENTRO-OESTE;8;8;9;false
53013972;CEF 07 DE BRASILIA;15;15;81;false
53013980;EC 01 DA VILA ESTRUTURAL;24;24;96;false
53014006;CEFS - C EDUC FONTE DO SABER;8;8;25;false
53014014;INST EDUCACIONAL VITORIA REGIA;18;12;30;false
53014022;COL ALUB - SEDE VI;23;23;66;false
53014057;COL ATIVO;20;16;50;false
53014090;ESC DE EDUC INF CASTELINHO PIM;7;7;27;false
53014111;COL IDEAL;72;72;192;false
53014154;ESC CASA DE BRINQUEDOS;15;15;52;false
53014162;MONT BLANC INST DE ENSINO;13;13;10;false
53015215;IFB - CAMPUS BRASILIA;40;40;180;false
53015223;IFB - CAMPUS TAGUATINGA;17;17;120;false
53015231;IFB - CAMPUS SAMAMBAIA;26;26;106;false
53015240;IFB - CAMPUS GAMA;24;24;103;false
53015258;ESC NDII - NUCLEO DE DESENVOLVIMENTO INF INTEGRAL;8;6;27;false
53015266;LAR MAE DA DIVINA GRACA;5;5;14;false
53015274;ESC CRIANDO E RECRIANDO;6;6;14;false
53015290;ESC BRINCANDO E CONSTRUINDO O FUTURO;6;6;8;false
53015320;CR CRUZ DE MALTA NOSSA SENHORA DO FILERMO;11;11;76;false
53015339;CEI 01 DA ESTRUTURAL;11;11;58;false
53015347;CED SIGMA AGUAS CLARAS;44;42;152;false
53015355;ESC CASTELINHO MAGICO;8;7;13;false
53015363;CED INTERAGINDO;3;3;2;false
53015371;COL IBE PREMIER;11;3;11;false
53008871;ESC RECANTO CULTURAL;0;0;0;false
53001966;EC DA ACAO SOCIAL DO PLANALTO;0;0;0;false
53017404;EC 68 DE CEILANDIA;29;29;69;false
53017412;CEF 09 DE SOBRADINHO;18;14;51;false
53017420;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC - PRESIDENTE DUTRA;50;50;75;false
53017439;COL PROMOVE DE BRASILIA;9;6;44;false
53017447;CEPI CAPIM ESTRELA;9;9;39;false
53017455;CEPI ROSA-DO-CERRADO;9;9;39;false
53017463;AFMA C DE EDUC INF - UNIDADE AGUAS CLARAS;7;6;20;false
53017471;CEPI FLAMBOYANT;9;9;38;false
53017480;CIL DO RIACHO FUNDO I;14;1;34;false
53017498;CEJA E EDUC PROFISSIONAL A DISTANCIA DE BRASILIA;1;1;38;false
53013344;ESC NOVA GERACAO;0;0;0;false
53016114;FACULDADE ANHANGUERA DE BRASILIA;0;0;0;false
53010256;C SOCIAL E ESC MARISTA IRMAO FRANCISCO RIVAT;0;0;0;false
53000943;COL VIVER;0;0;0;false
53016149;FACULDADE SANTA TEREZINHA;0;0;0;false
53003993;COL ISAAC NEWTON - CED;0;0;0;false
53011627;ESC NOVO CAMINHAR;0;0;0;false
53033000;C DE EDUC PROFISSIONAL - CEP;0;0;0;false
53001311;COL IMACULADA CONCEICAO;0;0;0;false
53014650;ESC FORM TRABALHADORES EM INFORMATICA - EFTI;0;0;0;false
53016122;FACULDADE DE NEGOCIOS E TECNOLOGIAS DA INFORMACAO - FACNET;0;0;0;false
53015282;INST TECNICO DE EDUC DE BRASILIA - TAGUATINGA SUL;0;0;0;false
53015460;COL PADRAO;0;0;0;false
53013727;COL EVANGELICO BOM SAMARITANO - COEBS;0;0;0;false
53002059;COL MONTEIRO LOBATO;0;0;0;false
53011155;LAR FABIANO DE CRISTO - UPI LIVIA;0;0;0;false
53012640;LAR FABIANO DE CRISTO - CASA DE ABIGAIL;0;0;0;false
53015657;JI PRIMEIRO PASSINHO;0;0;0;false
53008677;INST PRESBITERIANO DE EDUC DE BRASILIA - IPEB;0;0;0;false
53008693;SAO FRANCISCO - EDUC INF E ENS FUND;0;0;0;false
53008731;JI TIO PATINHAS;0;0;0;false
53008740;ESC MAT E JI CASINHA BRANCA;0;0;0;false
53009371;CEF GRANJA DAS OLIVEIRAS;0;0;0;false
53012100;CED 16 DE CEILANDIA;15;14;109;false
53012500;CEI 01 DO PARANOA;15;15;61;false
53013000;ESC DE EDUC INF PATER HOMINIS;8;6;10;false
53003977;CIL DE TAGUATINGA;24;21;117;false
53004027;EC 01 DE TAGUATINGA;11;11;84;false
53004035;EC 06 DE TAGUATINGA;15;13;67;false
53004043;EC 08 DE TAGUATINGA;16;14;78;false
53004051;EC 10 DE TAGUATINGA;14;14;88;false
53004060;EC 11 DE TAGUATINGA;17;15;73;false
53004078;EC 12 DE TAGUATINGA;10;9;61;false
53004086;EC 13 DE TAGUATINGA;8;8;68;false
53004094;EC 15 DE TAGUATINGA;13;13;86;false
53004108;EC 16 DE TAGUATINGA;13;11;68;false
53004116;EC 17 DE TAGUATINGA;8;8;66;false
53004124;EC 18 DE TAGUATINGA;16;16;87;false
53001257;CIL 01 DE BRASILIA;30;29;121;false
53001265;CEF CASEB;19;19;98;false
53001273;CIEF - C INTEGRADO DE EDUC FISICA;12;12;66;false
53001281;COL BATISTA DE BRASILIA;33;33;150;false
53001290;COL COR JESU;41;41;158;false
53001303;COL DOM BOSCO;39;28;96;false
53014219;COL EDUCATIVO;0;0;0;false
53001117;CED NOSSA SENHORA DO ROSARIO;0;0;0;false
53005074;EC 01 DE BRAZLANDIA;8;8;62;false
53005082;EC 03 DE BRAZLANDIA;11;9;57;false
53005090;CEF 02 DE BRAZLANDIA;19;17;123;false
53005104;EC 05 DE BRAZLANDIA;12;12;55;false
53005112;EC 06 DE BRAZLANDIA;11;11;57;false
53005120;EC 07 DE BRAZLANDIA;11;11;53;false
53005139;EC 08 DE BRAZLANDIA;10;10;56;false
53005147;EC ALMECEGAS;8;8;32;false
53001869;EP 303-304 NORTE;15;15;73;false
